name,gifFront,gifBack,cry,experienceGroup,hp,elements,attack,defense,magicalAttack,magicalDefense,speed,description
Grumpig,326.gif,326b.gif,326.ogg,FAST,80,PSYCHIC,45,65,90,110,80,"It uses black pearls to amplify its psychic power. It does a strange dance to control foes’ minds."
Spinda,327.gif,327b.gif,327.ogg,FAST,60,NORMAL,60,60,60,60,60,"No two Spinda have the same pattern of spots. Its tottering step fouls the aim of foes."
Trapinch,328.gif,328b.gif,328.ogg,MEDIUM_SLOW,45,GROUND,100,45,45,45,10,"It lives in arid deserts. It makes a sloping pit trap in sand where it patiently awaits prey."
Vibrava,329.gif,329b.gif,329.ogg,MEDIUM_SLOW,50,"GROUND,DRAGON",70,50,50,50,70,"The ultrasonic waves it generates by rubbing its two wings together cause severe headaches."
Flygon,330.gif,330b.gif,330.ogg,MEDIUM_SLOW,80,"GROUND,DRAGON",100,80,80,80,100,"It hides itself by kicking up desert sand with its wings. Red covers shield its eyes from sand."
Cacnea,331.gif,331b.gif,331.ogg,MEDIUM_SLOW,50,GRASS,85,40,85,40,35,"It lives in arid locations. Its yellow flowers bloom once a year."
Cacturne,332.gif,332b.gif,332.ogg,MEDIUM_SLOW,70,"GRASS,DARK",115,60,115,60,55,"It becomes active at night, seeking prey that is exhausted from the day’s desert heat."
Swablu,333.gif,333b.gif,333.ogg,ERRATIC,45,"NORMAL,FLYING",40,60,40,75,50,"For some reason, it likes to land on people’s heads softly and act like it’s a hat."
Altaria,334.gif,334b.gif,334.ogg,ERRATIC,75,"DRAGON,FLYING",70,90,70,105,80,"It flies gracefully through the sky. Its melodic humming makes you feel like you’re in a dream."
Zangoose,335.gif,335b.gif,335.ogg,ERRATIC,73,NORMAL,115,60,60,60,90,"It has feuded with Seviper for many generations. Its sharp claws are its biggest weapons."
Seviper,336.gif,336b.gif,336.ogg,FLUCTUATING,73,POISON,100,60,100,60,65,"In battle, it uses its bladed tail to counter any Zangoose. It secretes a deadly venom in its tail."
Lunatone,337.gif,337b.gif,337.ogg,FAST,70,"ROCK,PSYCHIC",55,65,95,85,70,"Because it turns active on nights of the full moon, it is said to have some link to the lunar phases."
Solrock,338.gif,338b.gif,338.ogg,FAST,70,"ROCK,PSYCHIC",95,85,55,65,70,"Solar energy is the source of its power, so it is strong during the daytime. When it spins, its body shines."
Barboach,339.gif,339b.gif,339.ogg,MEDIUM,50,"WATER,GROUND",48,43,46,41,60,"It coats its entire body with a slimy fluid so it can squirm and slip away if grabbed."
Whiscash,340.gif,340b.gif,340.ogg,MEDIUM,110,"WATER,GROUND",78,73,76,71,60,"It claims a large swamp to itself. If a foe comes near it, it sets off tremors by thrashing around."
Corphish,341.gif,341b.gif,341.ogg,FLUCTUATING,43,WATER,80,65,50,35,35,"No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive."
Crawdaunt,342.gif,342b.gif,342.ogg,FLUCTUATING,63,"WATER,DARK",120,85,90,55,55,"It is a ruffian that uses its pincers to pick up and toss out other Pokémon from its pond."
Baltoy,343.gif,343b.gif,343.ogg,MEDIUM,40,"GROUND,PSYCHIC",40,55,40,70,55,"It moves while spinning around on its single foot. Some Baltoy have been seen spinning on their heads."
Claydol,344.gif,344b.gif,344.ogg,MEDIUM,60,"GROUND,PSYCHIC",70,105,70,120,75,"An ancient clay figurine that came to life as a Pokémon from exposure to a mysterious ray of light."
Lileep,345.gif,345b.gif,345.ogg,ERRATIC,66,"ROCK,GRASS",41,77,61,87,23,"It disguises its tentacles as flowers to attract and catch prey. It became extinct in ancient times."
Cradily,346.gif,346b.gif,346.ogg,ERRATIC,86,"ROCK,GRASS",81,97,81,107,43,"It lives in the shallows of warm seas. When the tide goes out, it digs up prey from beaches."
Anorith,347.gif,347b.gif,347.ogg,ERRATIC,45,"ROCK,BUG",95,50,40,50,75,"It is a kind of Pokémon progenitor. It uses its extending claws to catch prey hiding among rocks on the seafloor."
Armaldo,348.gif,348b.gif,348.ogg,ERRATIC,75,"ROCK,BUG",125,100,70,80,45,"Its enormous, retractable claws can cut through most anything. Its entire body is clad in sturdy plates."
Feebas,349.gif,349b.gif,349.ogg,ERRATIC,20,WATER,15,20,10,55,80,"It eats anything, so it can even live in polluted streams and lakes. No one pays any attention to it."
Milotic,350.gif,350b.gif,350.ogg,ERRATIC,95,WATER,60,79,100,125,81,"Milotic is breathtakingly beautiful. Those that see it are said to forget their combative spirits."
Castform,351.gif,351b.gif,351.ogg,MEDIUM,70,NORMAL,70,70,70,70,70,"This Pokémon can change its cells, taking different forms based on the temperature and humidity."
Kecleon,352.gif,352b.gif,352.ogg,MEDIUM_SLOW,60,NORMAL,90,70,60,120,40,"It can freely change its body’s color. The zigzag pattern on its belly doesn’t change, however."
Shuppet,353.gif,353b.gif,353.ogg,FAST,44,GHOST,75,35,63,33,45,"It uses its horn to feed on envy and malice-- or so it’s said. It’s very active at night."
Banette,354.gif,354b.gif,354.ogg,FAST,64,GHOST,115,65,83,63,65,"A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it."
Duskull,355.gif,355b.gif,355.ogg,FAST,20,GHOST,40,90,30,90,25,"It doggedly pursues its prey wherever it goes. However, the chase is abandoned at sunrise."
Dusclops,356.gif,356b.gif,356.ogg,FAST,40,GHOST,70,130,60,130,25,"Anyone who dares peer into its body to see its spectral ball of fire will have their spirit stolen away."
Tropius,357.gif,357b.gif,357.ogg,SLOW,99,"GRASS,FLYING",68,83,72,87,51,"It flies by flapping its broad leaves and gives the sweet, delicious fruit around its neck to children."
Chimecho,358.gif,358b.gif,358.ogg,FAST,65,PSYCHIC,50,70,95,80,65,"It uses the sucker on its head to hang from a tree or from eaves. It can produce seven different tones."
Absol,359.gif,359b.gif,359.ogg,MEDIUM_SLOW,65,DARK,130,60,75,60,75,"It senses coming disasters and appears before people only to warn them of impending danger."
Wynaut,360.gif,360b.gif,360.ogg,MEDIUM,95,PSYCHIC,23,48,23,48,23,"It tends to move in a pack with others. They cluster in a tight group to sleep in a cave."
Snorunt,361.gif,361b.gif,361.ogg,MEDIUM,50,ICE,50,50,50,50,50,"It is said that several Snorunt gather under giant leaves and live together in harmony."
Glalie,362.gif,362b.gif,362.ogg,MEDIUM,80,ICE,80,80,80,80,80,"To protect itself, it clad its body in an armor of ice, made by freezing moisture in the air."
Spheal,363.gif,363b.gif,363.ogg,MEDIUM_SLOW,70,"ICE,WATER",40,50,55,50,25,"They can’t swim well yet, and they move much faster by rolling. When they’re happy, they clap fins."
Sealeo,364.gif,364b.gif,364.ogg,MEDIUM_SLOW,90,"ICE,WATER",60,70,75,70,45,"It has a very sensitive nose. It touches new things with its nose to examine them."
Walrein,365.gif,365b.gif,365.ogg,MEDIUM_SLOW,110,"ICE,WATER",80,90,95,90,65,"It shatters ice with its big tusks. Its thick blubber repels not only the cold, but also enemy attacks."
Clamperl,366.gif,366b.gif,366.ogg,ERRATIC,35,WATER,64,85,74,55,32,"When it evolves, it makes a mysterious pearl that amplifies psychic powers when it’s held."
Huntail,367.gif,367b.gif,367.ogg,ERRATIC,55,WATER,104,105,94,75,52,"It lives deep in the sea where no light ever filters down. It lights up its small fishlike tail to attract prey."
Gorebyss,368.gif,368b.gif,368.ogg,ERRATIC,55,WATER,84,105,114,75,52,"It lives at the bottom of the sea. In the springtime, its pink body turns more vivid for some reason."
Relicanth,369.gif,369b.gif,369.ogg,SLOW,100,"WATER,ROCK",90,130,45,65,55,"It has remained unchanged for 100 million years. It was discovered during a deep-sea exploration."
Luvdisc,370.gif,370b.gif,370.ogg,FAST,43,WATER,30,55,40,65,97,"It lives in warm seas. It is said that a couple finding this Pokémon will be blessed with eternal love."
Bagon,371.gif,371b.gif,371.ogg,SLOW,45,DRAGON,75,60,40,30,50,"Its well-developed neck muscles and iron-like head can smash boulders into pieces."
Shelgon,372.gif,372b.gif,372.ogg,SLOW,65,DRAGON,95,100,60,50,50,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
Salamence,373.gif,373b.gif,373.ogg,SLOW,95,"DRAGON,FLYING",135,80,110,80,100,"It becomes uncontrollable if it is enraged. It destroys everything with shredding claws and fire."
Beldum,374.gif,374b.gif,374.ogg,SLOW,40,"STEEL,PSYCHIC",55,80,35,60,30,"The magnetic force generated by its body repels the ground’s natural magnetism, letting it float."
Metang,375.gif,375b.gif,375.ogg,SLOW,60,"STEEL,PSYCHIC",75,100,55,80,50,"It is formed by two Beldum joining together. Its steel body won’t be scratched if it collides with a jet."
Metagross,376.gif,376b.gif,376.ogg,SLOW,80,"STEEL,PSYCHIC",135,130,95,90,70,"With four linked brains, it’s more intelligent than a supercomputer, and it uses calculations to analyze foes."
Regirock,377.gif,377b.gif,377.ogg,SLOW,80,ROCK,100,200,50,100,50,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."
Regice,378.gif,378b.gif,378.ogg,SLOW,80,ICE,50,100,100,200,50,"It is said to have slept in a glacier for thousands of years. Its body can’t be melted, even by magma."
Registeel,379.gif,379b.gif,379.ogg,SLOW,80,STEEL,75,150,75,150,50,"Tempered by pressure underground over tens of thousands of years, its body cannot be scratched."
Latias,380.gif,380b.gif,380.ogg,SLOW,80,"DRAGON,PSYCHIC",80,90,110,130,110,"It communicates using telepathy. Its body is covered in down that refracts light to make it invisible."
Latios,381.gif,381b.gif,381.ogg,SLOW,80,"DRAGON,PSYCHIC",90,80,130,110,110,"A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes."
Kyogre,382.gif,382b.gif,382.ogg,SLOW,100,WATER,100,90,150,140,90,"A mythical Pokémon said to have swelled the seas with rain and tidal waves. It battled with Groudon."
Groudon,383.gif,383b.gif,383.ogg,SLOW,100,GROUND,150,140,100,90,90,"Said to have expanded the lands by evaporating water with raging heat. It battled titanically with Kyogre."
Rayquaza,384.gif,384b.gif,384.ogg,SLOW,105,"DRAGON,FLYING",150,90,150,90,95,"It lives in the ozone layer far above the clouds and cannot be seen from the ground."
Jirachi,385.gif,385b.gif,385.ogg,SLOW,100,"STEEL,PSYCHIC",100,100,100,100,100,"Generations have believed that any wish written on a note on its head will come true when it awakens."
Deoxys,386.gif,386b.gif,386.ogg,SLOW,50,PSYCHIC,150,50,150,50,150,"An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon."
Turtwig,387.gif,387b.gif,387.ogg,MEDIUM_SLOW,55,GRASS,68,64,45,55,31,"Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil."
Grotle,388.gif,388b.gif,388.ogg,MEDIUM_SLOW,75,GRASS,89,85,55,65,36,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell."
Torterra,389.gif,389b.gif,389.ogg,MEDIUM_SLOW,95,"GRASS,GROUND",109,105,75,85,56,"Ancient people imagined that beneath the ground, a gigantic Torterra dwelled."
Chimchar,390.gif,390b.gif,390.ogg,MEDIUM_SLOW,44,FIRE,58,44,58,44,61,"Its fiery rear end is fueled by gas made in its belly. Even rain can’t extinguish the fire."
Monferno,391.gif,391b.gif,391.ogg,MEDIUM_SLOW,64,"FIRE,FIGHTING",78,52,78,52,81,"It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance."
Infernape,392.gif,392b.gif,392.ogg,MEDIUM_SLOW,76,"FIRE,FIGHTING",104,71,104,71,108,"Its crown of fire is indicative of its fiery nature. It is beaten by none in terms of quickness."
Piplup,393.gif,393b.gif,393.ogg,MEDIUM_SLOW,53,WATER,51,53,61,56,40,"It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer."
Prinplup,394.gif,394b.gif,394.ogg,MEDIUM_SLOW,64,WATER,66,68,81,76,50,"It lives alone, away from others. Apparently, every one of them believes it is the most important."
Empoleon,395.gif,395b.gif,395.ogg,MEDIUM_SLOW,84,"WATER,STEEL",86,88,111,101,60,"It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice."
Starly,396.gif,396b.gif,396.ogg,MEDIUM_SLOW,40,"NORMAL,FLYING",55,30,30,30,60,"They flock in great numbers. Though small, they flap their wings with great power."
Staravia,397.gif,397b.gif,397.ogg,MEDIUM_SLOW,55,"NORMAL,FLYING",75,50,40,40,80,"They maintain huge flocks, although fierce scuffles break out between various flocks."
Staraptor,398.gif,398b.gif,398.ogg,MEDIUM_SLOW,85,"NORMAL,FLYING",120,70,50,60,100,"The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon."
Bidoof,399.gif,399b.gif,399.ogg,MEDIUM,59,NORMAL,45,40,35,40,31,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears."
Bibarel,400.gif,400b.gif,400.ogg,MEDIUM,79,"NORMAL,WATER",85,60,55,60,71,"It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors."
Kricketot,401.gif,401b.gif,401.ogg,MEDIUM_SLOW,37,BUG,25,41,25,41,25,"It chats with others using the sounds of its colliding antennae. These sounds are fall hallmarks."
Kricketune,402.gif,402b.gif,402.ogg,MEDIUM_SLOW,77,BUG,85,51,55,51,65,"It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib."
Shinx,403.gif,403b.gif,403.ogg,MEDIUM_SLOW,45,ELECTRIC,65,34,40,34,45,"The extension and contraction of its muscles generates electricity. It glows when in trouble."
Luxio,404.gif,404b.gif,404.ogg,MEDIUM_SLOW,60,ELECTRIC,85,49,60,49,60,"Its claws loose electricity with enough amperage to cause fainting. They live in small groups."
Luxray,405.gif,405b.gif,405.ogg,MEDIUM_SLOW,80,ELECTRIC,120,79,95,79,70,"When its eyes gleam gold, it can spot hiding prey--even those taking shelter behind a wall."
Budew,406.gif,406b.gif,406.ogg,MEDIUM_SLOW,40,"GRASS,POISON",30,35,50,70,55,"When it feels the sun’s warm touch, it opens its bud to release pollen. It lives alongside clear pools."
Roserade,407.gif,407b.gif,407.ogg,MEDIUM_SLOW,60,"GRASS,POISON",70,65,125,105,90,"Luring prey with a sweet scent, it uses poison whips on its arms to poison, bind, and finish off the prey."
Cranidos,408.gif,408b.gif,408.ogg,ERRATIC,67,ROCK,125,40,30,30,58,"It was resurrected from an iron ball-like fossil. It downs prey with its headbutts."
Rampardos,409.gif,409b.gif,409.ogg,ERRATIC,97,ROCK,165,60,65,50,58,"Its skull withstands impacts of any magnitude. As a result, its brain never gets the chance to grow."
Shieldon,410.gif,410b.gif,410.ogg,ERRATIC,30,"ROCK,STEEL",42,118,42,88,30,"It habitually polishes its face by rubbing it against tree trunks. It is weak to attacks from behind."
Bastiodon,411.gif,411b.gif,411.ogg,ERRATIC,60,"ROCK,STEEL",52,168,47,138,30,"When they lined up side by side, no foe could break through. They shielded their young in that way."
Burmy,412.gif,412b.gif,412.ogg,MEDIUM,40,BUG,29,45,29,45,36,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
Wormadam,413.gif,413b.gif,413.ogg,MEDIUM,60,"BUG,STEEL",69,95,69,95,36,"Its appearance changes depending on where it evolved. The materials on hand become a part of its body."
Mothim,414.gif,414b.gif,414.ogg,MEDIUM,70,"BUG,FLYING",94,50,94,50,66,"It loves the honey of flowers and steals honey collected by Combee."
Combee,415.gif,415b.gif,415.ogg,MEDIUM_SLOW,30,"BUG,FLYING",30,42,30,42,70,"The trio is together from birth. It constantly gathers honey from flowers to please Vespiquen."
Vespiquen,416.gif,416b.gif,416.ogg,MEDIUM_SLOW,70,"BUG,FLYING",80,102,80,102,40,"It houses its colony in cells in its body and releases various pheromones to make those grubs do its bidding."
Pachirisu,417.gif,417b.gif,417.ogg,MEDIUM,60,ELECTRIC,45,70,45,90,95,"It makes fur balls that crackle with static electricity. It stores them with berries in tree holes."
Buizel,418.gif,418b.gif,418.ogg,MEDIUM,55,WATER,65,35,60,30,85,"It swims by rotating its two tails like a screw. When it dives, its flotation sac collapses."
Floatzel,419.gif,419b.gif,419.ogg,MEDIUM,85,WATER,105,55,85,50,115,"It floats using its well-developed flotation sac. It assists in the rescues of drowning people."
Cherubi,420.gif,420b.gif,420.ogg,MEDIUM,45,GRASS,35,45,62,53,35,"Sunlight colors it red. When the small ball is drained of nutrients, it shrivels to herald evolution."
Cherrim,421.gif,421b.gif,421.ogg,MEDIUM,70,GRASS,60,70,87,78,85,"During times of strong sunlight, its bud blooms, its petals open fully, and it becomes very active."
Shellos,422.gif,422b.gif,422.ogg,MEDIUM,76,WATER,48,48,57,62,34,"Beware of pushing strongly on its squishy body, as it makes a mysterious purple fluid ooze out."
Gastrodon,423.gif,423b.gif,423.ogg,MEDIUM,111,"WATER,GROUND",83,68,92,82,39,"When its natural enemy attacks, it oozes purple fluid and escapes."
Ambipom,424.gif,424b.gif,424.ogg,FAST,75,NORMAL,100,66,60,66,115,"They work in large colonies and make rings by linking their tails, apparently in friendship."
Drifloon,425.gif,425b.gif,425.ogg,FLUCTUATING,90,"GHOST,FLYING",50,34,60,44,70,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons."
Drifblim,426.gif,426b.gif,426.ogg,FLUCTUATING,150,"GHOST,FLYING",80,44,90,54,80,"It carries people and Pokémon when it flies. But since it only drifts, it can end up anywhere."
Buneary,427.gif,427b.gif,427.ogg,MEDIUM,55,NORMAL,66,44,44,56,85,"Its ears are always rolled up. They can be forcefully extended to shatter even a large boulder."
Lopunny,428.gif,428b.gif,428.ogg,MEDIUM,65,NORMAL,76,84,54,96,105,"Extremely cautious, it quickly bounds off when it senses danger."
Mismagius,429.gif,429b.gif,429.ogg,FAST,60,GHOST,60,60,105,105,105,"It chants incantations. While they usually torment targets, some chants bring happiness."
Honchkrow,430.gif,430b.gif,430.ogg,MEDIUM_SLOW,100,"DARK,FLYING",125,52,105,52,71,"If one utters a deep cry, many Murkrow gather quickly. For this, it is called “Summoner of Night.”"
Glameow,431.gif,431b.gif,431.ogg,FAST,49,NORMAL,55,42,42,37,85,"It claws if displeased and purrs when affectionate. Its fickleness is very popular among some."
Purugly,432.gif,432b.gif,432.ogg,FAST,71,NORMAL,82,64,64,59,112,"It would claim another Pokémon’s nest as its own if it finds a nest sufficiently comfortable."
Chingling,433.gif,433b.gif,433.ogg,FAST,45,PSYCHIC,30,50,65,50,45,"Each time it hops, it makes a ringing sound. It deafens foes by emitting high-frequency cries."
Stunky,434.gif,434b.gif,434.ogg,MEDIUM,63,"POISON,DARK",63,47,41,41,74,"It sprays a foul fluid from its rear. Its stench spreads over a mile radius, driving Pokémon away."
Skuntank,435.gif,435b.gif,435.ogg,MEDIUM,103,"POISON,DARK",93,67,71,61,84,"It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet."
Bronzor,436.gif,436b.gif,436.ogg,MEDIUM,57,"STEEL,PSYCHIC",24,86,24,86,23,"Ancient people believed that the pattern on Bronzor’s back contained a mysterious power."
Bronzong,437.gif,437b.gif,437.ogg,MEDIUM,67,"STEEL,PSYCHIC",89,116,79,116,33,"In ages past, this Pokémon was revered as a bringer of rain. It was found buried in the ground."
Bonsly,438.gif,438b.gif,438.ogg,MEDIUM,50,ROCK,80,95,10,45,10,"It prefers arid environments. It leaks water from its eyes to adjust its body’s fluid levels."
Mime,439.gif,439b.gif,439.ogg,MEDIUM,20,"PSYCHIC,FAIRY",25,45,70,90,60,"In an attempt to confuse its enemy, it mimics the enemy’s movements. Then it wastes no time in making itself scarce!"
Happiny,440.gif,440b.gif,440.ogg,FAST,100,NORMAL,5,5,15,65,30,"It carries a round, egg-shaped rock in its belly pouch and gives the rock to its friends."
Chatot,441.gif,441b.gif,441.ogg,MEDIUM_SLOW,76,"NORMAL,FLYING",65,45,92,42,91,"It mimics the cries of other Pokémon to trick them into thinking it’s one of them. This way they won’t attack it."
Spiritomb,442.gif,442b.gif,442.ogg,MEDIUM,50,"GHOST,DARK",92,108,92,108,35,"A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone."
Gible,443.gif,443b.gif,443.ogg,SLOW,58,"DRAGON,GROUND",70,45,40,45,42,"It nests in horizontal holes warmed by geothermal heat. Foes who get too close can expect to be pounced on and bitten."
Gabite,444.gif,444b.gif,444.ogg,SLOW,68,"DRAGON,GROUND",90,65,50,55,82,"It loves sparkly things. It seeks treasures in caves and hoards the loot in its nest."
Garchomp,445.gif,445b.gif,445.ogg,SLOW,108,"DRAGON,GROUND",130,95,80,85,102,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
Munchlax,446.gif,446b.gif,446.ogg,SLOW,135,NORMAL,85,40,40,85,5,"It hides food under its long body hair. However, it forgets it has hidden the food."
Riolu,447.gif,447b.gif,447.ogg,MEDIUM_SLOW,40,FIGHTING,70,40,35,40,60,"It uses the shapes of auras, which change according to emotion, to communicate with others."
Lucario,448.gif,448b.gif,448.ogg,MEDIUM_SLOW,70,"FIGHTING,STEEL",110,70,115,70,90,"By catching the aura emanating from others, it can read their thoughts and movements."
Hippopotas,449.gif,449b.gif,449.ogg,SLOW,68,GROUND,72,78,38,42,32,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
Hippowdon,450.gif,450b.gif,450.ogg,SLOW,108,GROUND,112,118,68,72,47,"It brandishes its gaping mouth in a display of fearsome strength. It raises vast quantities of sand while attacking."
Skorupi,451.gif,451b.gif,451.ogg,SLOW,40,"POISON,BUG",50,90,30,55,65,"It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes."
Drapion,452.gif,452b.gif,452.ogg,SLOW,70,"POISON,DARK",90,110,60,75,95,"It takes pride in its strength. Even though it can tear foes apart, it finishes them off with powerful poison."
Croagunk,453.gif,453b.gif,453.ogg,MEDIUM,48,"POISON,FIGHTING",61,40,61,40,50,"Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers."
Toxicroak,454.gif,454b.gif,454.ogg,MEDIUM,83,"POISON,FIGHTING",106,65,86,65,85,"It has a poison sac at its throat. When it croaks, the stored poison is churned for greater potency."
Carnivine,455.gif,455b.gif,455.ogg,SLOW,74,GRASS,100,72,90,72,46,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey."
Finneon,456.gif,456b.gif,456.ogg,ERRATIC,49,WATER,49,56,49,61,66,"The line running down its side can store sunlight. It shines vividly at night."
Lumineon,457.gif,457b.gif,457.ogg,ERRATIC,69,WATER,69,76,69,86,91,"It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins."
Mantyke,458.gif,458b.gif,458.ogg,SLOW,45,"WATER,FLYING",20,50,60,120,50,"The pattern on its back varies by region. It often swims in a school of Remoraid."
Snover,459.gif,459b.gif,459.ogg,SLOW,60,"GRASS,ICE",62,50,62,60,40,"During cold seasons, it migrates to the mountain’s lower reaches. It returns to the snow-covered summit in the spring."
Abomasnow,460.gif,460b.gif,460.ogg,SLOW,90,"GRASS,ICE",92,75,92,85,60,"It blankets wide areas in snow by whipping up blizzards. It is also known as “The Ice Monster.”"
Weavile,461.gif,461b.gif,461.ogg,MEDIUM_SLOW,70,"DARK,ICE",120,65,45,85,125,"It lives in snowy regions. It carves patterns in trees with its claws as a signal to others."
Magnezone,462.gif,462b.gif,462.ogg,MEDIUM,70,"ELECTRIC,STEEL",70,115,130,90,60,"Sometimes the magnetism emitted by Magnezone is too strong, making them attract each other so they cannot move."
Lickilicky,463.gif,463b.gif,463.ogg,MEDIUM,110,NORMAL,85,95,80,95,50,"It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool."
Rhyperior,464.gif,464b.gif,464.ogg,SLOW,115,"GROUND,ROCK",140,130,55,55,40,"From holes in its palms, it fires out Geodude. Its carapace can withstand volcanic eruptions."
Tangrowth,465.gif,465b.gif,465.ogg,MEDIUM,100,GRASS,100,125,110,50,50,"It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it."
Electivire,466.gif,466b.gif,466.ogg,MEDIUM,75,ELECTRIC,123,67,95,85,95,"As its electric charge amplifies, blue sparks begin to crackle between its horns."
Magmortar,467.gif,467b.gif,467.ogg,MEDIUM,75,FIRE,95,67,125,95,83,"It blasts fireballs of over 3,600 degrees Fahrenheit from the ends of its arms. It lives in volcanic craters."
Togekiss,468.gif,468b.gif,468.ogg,FAST,85,"FAIRY,FLYING",50,95,120,115,80,"As everyone knows, it visits peaceful regions, bringing them gifts of kindness and sweet blessings."
Yanmega,469.gif,469b.gif,469.ogg,MEDIUM,86,"BUG,FLYING",76,86,116,56,95,"It prefers to battle by biting apart foes’ heads instantly while flying by at high speed."
Leafeon,470.gif,470b.gif,470.ogg,MEDIUM,65,GRASS,110,130,60,65,95,"When you see Leafeon asleep in a patch of sunshine, you’ll know it is using photosynthesis to produce clean air."
Glaceon,471.gif,471b.gif,471.ogg,MEDIUM,65,ICE,60,110,130,95,65,"By controlling its body heat, it can freeze the atmosphere around it to make a diamond-dust flurry."
Gliscor,472.gif,472b.gif,472.ogg,MEDIUM_SLOW,75,"GROUND,FLYING",95,125,45,75,95,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
Mamoswine,473.gif,473b.gif,473.ogg,SLOW,110,"ICE,GROUND",130,80,70,60,80,"A frozen Mamoswine was dug from ice dating back 10,000 years. This Pokémon has been around a long, long, long time."
Porygon,474.gif,474b.gif,474.ogg,MEDIUM,85,NORMAL,80,70,135,75,90,"Additional software was installed to make it a better Pokémon. It began acting oddly, however."
Gallade,475.gif,475b.gif,475.ogg,SLOW,68,"PSYCHIC,FIGHTING",125,65,65,115,80,"Because it can sense what its foe is thinking, its attacks burst out first, fast, and fierce."
Probopass,476.gif,476b.gif,476.ogg,MEDIUM,60,"ROCK,STEEL",55,145,75,150,40,"It exudes strong magnetism from all over. It controls three small units called Mini-Noses."
Dusknoir,477.gif,477b.gif,477.ogg,FAST,45,GHOST,100,135,65,135,45,"It is said to take lost spirits into its pliant body and guide them home."
Froslass,478.gif,478b.gif,478.ogg,MEDIUM,70,"ICE,GHOST",80,70,80,70,110,"It freezes foes with an icy breath nearly -60 degrees Fahrenheit. What seems to be its body is actually hollow."
Rotom,479.gif,479b.gif,479.ogg,MEDIUM,50,"ELECTRIC,GHOST",50,77,95,77,91,"Research continues on this Pokémon, which could be the power source of a unique motor."
Uxie,480.gif,480b.gif,480.ogg,SLOW,75,PSYCHIC,75,130,75,130,95,"Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes."
Mesprit,481.gif,481b.gif,481.ogg,SLOW,80,PSYCHIC,105,105,105,105,80,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
Azelf,482.gif,482b.gif,482.ogg,SLOW,75,PSYCHIC,125,70,125,70,115,"Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance."
Dialga,483.gif,483b.gif,483.ogg,SLOW,100,"STEEL,DRAGON",120,120,150,100,90,"A Pokémon spoken of in legend. It is said that time began moving when Dialga was born."
Palkia,484.gif,484b.gif,484.ogg,SLOW,90,"WATER,DRAGON",120,100,150,120,100,"It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology."
Heatran,485.gif,485b.gif,485.ogg,SLOW,91,"FIRE,STEEL",90,106,130,106,77,"It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls."
Regigigas,486.gif,486b.gif,486.ogg,SLOW,110,NORMAL,160,110,80,110,100,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma."
Giratina,487.gif,487b.gif,487.ogg,SLOW,150,"GHOST,DRAGON",120,100,120,100,90,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange."
Cresselia,488.gif,488b.gif,488.ogg,SLOW,120,PSYCHIC,70,120,75,130,85,"Shiny particles are released from its wings like a veil. It is said to represent the crescent moon."
Phione,489.gif,489b.gif,489.ogg,SLOW,80,WATER,80,80,80,80,80,"When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs."
